(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Enhancers
Heterochromatin	Bivalent_Enhancer
Repressed_PolyComb	Heterochromatin
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Genic_enhancers	Quiescent_Low
Active_TSS	Bivalent_Poised_TSS
Enhancers	Genic_enhancers
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Flanking_Active_TSS
Quiescent_Low	ZNF_genes_and_repeats
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Strong_transcription
