(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Active_TSS
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Genic_enhancers	Enhancers
Enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Repressed_PolyComb
Active_TSS	Genic_enhancers
Repressed_PolyComb	Weak_transcription
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
