(New) Chromatin State	(Old) Chromatin State
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Enhancers	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Enhancers
Bivalent_Poised_TSS	Bivalent_Enhancer
Heterochromatin	Repressed_PolyComb
Flanking_Active_TSS	Weak_transcription
Strong_transcription	Genic_enhancers
Bivalent_Enhancer	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
