(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Flanking_Active_TSS	Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Genic_enhancers	Heterochromatin
Enhancers	Active_TSS
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Transcr_at_gene_5_and_3
Heterochromatin	Genic_enhancers
Strong_transcription	Enhancers
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
