(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
Strong_transcription	Enhancers
Heterochromatin	Strong_transcription
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Repressed_PolyComb	Active_TSS
Enhancers	ZNF_genes_and_repeats
Genic_enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Active_TSS	Flanking_Active_TSS
Flanking_Active_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Flanking_Bivalent_TSS_Enh	Genic_enhancers
