(New) Chromatin State	(Old) Chromatin State
Strong_transcription	Repressed_PolyComb
Repressed_PolyComb	Bivalent_Enhancer
Heterochromatin	Weak_Repressed_PolyComb
Weak_transcription	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Active_TSS	Flanking_Active_TSS
Genic_enhancers	Active_TSS
Weak_Repressed_PolyComb	Enhancers
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Heterochromatin
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Quiescent_Low	Strong_transcription
