(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Quiescent_Low
Strong_transcription	Heterochromatin
Weak_transcription	ZNF_genes_and_repeats
Repressed_PolyComb	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Repressed_PolyComb
Weak_Repressed_PolyComb	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Enhancer
Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Enhancers
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Strong_transcription
Flanking_Bivalent_TSS_Enh	Active_TSS
Quiescent_Low	Flanking_Active_TSS
