(New) Chromatin State	(Old) Chromatin State
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Bivalent_Enhancer	Active_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Active_TSS	Repressed_PolyComb
Genic_enhancers	ZNF_genes_and_repeats
Enhancers	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
Heterochromatin	Heterochromatin
Strong_transcription	Genic_enhancers
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
