(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
Strong_transcription	Quiescent_Low
Repressed_PolyComb	ZNF_genes_and_repeats
Weak_transcription	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Genic_enhancers	Repressed_PolyComb
Enhancers	Bivalent_Poised_TSS
Active_TSS	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Genic_enhancers
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Enhancers
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Quiescent_Low	Strong_transcription
