(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Enhancers	Weak_transcription
Genic_enhancers	Heterochromatin
Heterochromatin	Strong_transcription
Transcr_at_gene_5_and_3	Genic_enhancers
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Active_TSS	Transcr_at_gene_5_and_3
Strong_transcription	Bivalent_Poised_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Weak_transcription	Repressed_PolyComb
Bivalent_Enhancer	Enhancers
Bivalent_Poised_TSS	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
