(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Active_TSS	Strong_transcription
ZNF_genes_and_repeats	Flanking_Active_TSS
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Weak_transcription
Heterochromatin	Active_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Strong_transcription	Repressed_PolyComb
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
