(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
Repressed_PolyComb	ZNF_genes_and_repeats
Strong_transcription	Quiescent_Low
Weak_transcription	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Repressed_PolyComb
Active_TSS	Bivalent_Poised_TSS
Enhancers	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Weak_transcription
Flanking_Active_TSS	Active_TSS
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Quiescent_Low	Strong_transcription
