(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Repressed_PolyComb
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Genic_enhancers	ZNF_genes_and_repeats
Enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Active_TSS
Active_TSS	Enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
Heterochromatin	Heterochromatin
Strong_transcription	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
