(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Quiescent_Low	Bivalent_Enhancer
Strong_transcription	Flanking_Bivalent_TSS_Enh
Heterochromatin	Bivalent_Poised_TSS
Repressed_PolyComb	Quiescent_Low
ZNF_genes_and_repeats	Heterochromatin
Genic_enhancers	Enhancers
Enhancers	Transcr_at_gene_5_and_3
Active_TSS	ZNF_genes_and_repeats
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Flanking_Active_TSS	Active_TSS
Bivalent_Poised_TSS	Weak_transcription
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
