(New) Chromatin State	(Old) Chromatin State
Active_TSS	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Bivalent_Enhancer
Genic_enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Active_TSS
Enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Enhancers
Flanking_Active_TSS	Weak_Repressed_PolyComb
Strong_transcription	Transcr_at_gene_5_and_3
Heterochromatin	ZNF_genes_and_repeats
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
