(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Enhancers
Heterochromatin	Bivalent_Enhancer
Repressed_PolyComb	Heterochromatin
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Active_TSS	Quiescent_Low
Genic_enhancers	Flanking_Active_TSS
Enhancers	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Weak_transcription
Quiescent_Low	ZNF_genes_and_repeats
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
