(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Bivalent_Enhancer
Flanking_Active_TSS	Repressed_PolyComb
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Active_TSS
Enhancers	ZNF_genes_and_repeats
Active_TSS	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Enhancers
Repressed_PolyComb	Weak_Repressed_PolyComb
Heterochromatin	Genic_enhancers
Strong_transcription	Heterochromatin
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
