(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Enhancer
Repressed_PolyComb	Genic_enhancers
Active_TSS	Repressed_PolyComb
Heterochromatin	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Active_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Strong_transcription	Quiescent_Low
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
