(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
Strong_transcription	Strong_transcription
Heterochromatin	Enhancers
ZNF_genes_and_repeats	Flanking_Active_TSS
Repressed_PolyComb	Weak_Repressed_PolyComb
Enhancers	Repressed_PolyComb
Genic_enhancers	ZNF_genes_and_repeats
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Active_TSS	Genic_enhancers
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
