(New) Chromatin State	(Old) Chromatin State
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Bivalent_Enhancer	Bivalent_Enhancer
Flanking_Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Active_TSS	Repressed_PolyComb
Genic_enhancers	Transcr_at_gene_5_and_3
Enhancers	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Enhancers
Repressed_PolyComb	Weak_Repressed_PolyComb
Heterochromatin	Genic_enhancers
Strong_transcription	Heterochromatin
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
