(New) Chromatin State	(Old) Chromatin State
Strong_transcription	Weak_transcription
Heterochromatin	Strong_transcription
Repressed_PolyComb	Genic_enhancers
Weak_transcription	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Quiescent_Low
Genic_enhancers	Enhancers
Enhancers	Bivalent_Poised_TSS
Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Poised_TSS	Heterochromatin
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Quiescent_Low	Active_TSS
