(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Weak_transcription
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Repressed_PolyComb	Active_TSS
Heterochromatin	Genic_enhancers
Active_TSS	Bivalent_Enhancer
Flanking_Active_TSS	Weak_Repressed_PolyComb
Strong_transcription	Repressed_PolyComb
Weak_transcription	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Quiescent_Low
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
