(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Genic_enhancers
Flanking_Active_TSS	Weak_transcription
Repressed_PolyComb	Active_TSS
Bivalent_Enhancer	Strong_transcription
Active_TSS	Bivalent_Enhancer
Heterochromatin	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	ZNF_genes_and_repeats
Quiescent_Low	Heterochromatin
