(New) Chromatin State	(Old) Chromatin State
Strong_transcription	Weak_transcription
Weak_transcription	Strong_transcription
Heterochromatin	Genic_enhancers
Repressed_PolyComb	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Enhancers
Active_TSS	Quiescent_Low
Genic_enhancers	Flanking_Active_TSS
Enhancers	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Heterochromatin
Flanking_Active_TSS	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Quiescent_Low	Active_TSS
