(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Flanking_Active_TSS
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Weak_transcription
ZNF_genes_and_repeats	Active_TSS
Repressed_PolyComb	Bivalent_Enhancer
Active_TSS	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Genic_enhancers
Heterochromatin	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Weak_Repressed_PolyComb
Strong_transcription	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
