(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Flanking_Active_TSS
Genic_enhancers	Genic_enhancers
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Flanking_Bivalent_TSS_Enh	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Weak_transcription
Active_TSS	Enhancers
Enhancers	Strong_transcription
ZNF_genes_and_repeats	Active_TSS
Repressed_PolyComb	Bivalent_Poised_TSS
Heterochromatin	Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
