(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Strong_transcription
Enhancers	Weak_transcription
Active_TSS	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Flanking_Active_TSS	ZNF_genes_and_repeats
Heterochromatin	Bivalent_Enhancer
Strong_transcription	Repressed_PolyComb
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Heterochromatin
