(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	Genic_enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
Enhancers	Strong_transcription
Heterochromatin	Weak_transcription
Transcr_at_gene_5_and_3	Enhancers
Repressed_PolyComb	Flanking_Active_TSS
Active_TSS	ZNF_genes_and_repeats
Strong_transcription	Active_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Weak_transcription	Bivalent_Poised_TSS
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
