(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Transcr_at_gene_5_and_3
Genic_enhancers	Genic_enhancers
Active_TSS	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Flanking_Active_TSS
Heterochromatin	Enhancers
Transcr_at_gene_5_and_3	Active_TSS
Strong_transcription	Bivalent_Enhancer
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Repressed_PolyComb
Weak_transcription	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
