(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Genic_enhancers	Active_TSS
Enhancers	Flanking_Active_TSS
Active_TSS	Enhancers
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Heterochromatin
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
