(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Heterochromatin
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Quiescent_Low
Active_TSS	Repressed_PolyComb
Genic_enhancers	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Poised_TSS
Weak_transcription	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Genic_enhancers
Flanking_Active_TSS	Active_TSS
Bivalent_Poised_TSS	Enhancers
Bivalent_Enhancer	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Strong_transcription
Quiescent_Low	Weak_transcription
