(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Active_TSS
Transcr_at_gene_5_and_3	Enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Bivalent_Enhancer
Enhancers	Genic_enhancers
Active_TSS	Repressed_PolyComb
Repressed_PolyComb	Weak_transcription
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
