(New) Chromatin State	(Old) Chromatin State
Enhancers	ZNF_genes_and_repeats
Genic_enhancers	Weak_transcription
ZNF_genes_and_repeats	Heterochromatin
Transcr_at_gene_5_and_3	Strong_transcription
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Heterochromatin	Genic_enhancers
Active_TSS	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Bivalent_Poised_TSS
Strong_transcription	Active_TSS
Bivalent_Enhancer	Bivalent_Enhancer
Bivalent_Poised_TSS	Flanking_Active_TSS
Weak_transcription	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Enhancers
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
