(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Weak_Repressed_PolyComb
Strong_transcription	Repressed_PolyComb
Heterochromatin	Bivalent_Enhancer
Active_TSS	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Flanking_Active_TSS
Enhancers	Enhancers
Weak_transcription	Active_TSS
Transcr_at_gene_5_and_3	Heterochromatin
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Flanking_Active_TSS	Genic_enhancers
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Quiescent_Low	Strong_transcription
