(New) Chromatin State	(Old) Chromatin State
Enhancers	Flanking_Active_TSS
Genic_enhancers	Enhancers
ZNF_genes_and_repeats	Weak_transcription
Transcr_at_gene_5_and_3	Active_TSS
Repressed_PolyComb	Genic_enhancers
Heterochromatin	Transcr_at_gene_5_and_3
Active_TSS	Bivalent_Enhancer
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Strong_transcription	Repressed_PolyComb
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Weak_transcription	Quiescent_Low
Flanking_Bivalent_TSS_Enh	Strong_transcription
Weak_Repressed_PolyComb	ZNF_genes_and_repeats
Quiescent_Low	Heterochromatin
