(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Genic_enhancers
Bivalent_Enhancer	Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Strong_transcription
Flanking_Bivalent_TSS_Enh	Repressed_PolyComb
Bivalent_Poised_TSS	Bivalent_Enhancer
Active_TSS	Weak_transcription
Repressed_PolyComb	Bivalent_Poised_TSS
Heterochromatin	Flanking_Bivalent_TSS_Enh
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
