(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Active_TSS	Bivalent_Enhancer
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Enhancers	Active_TSS
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Heterochromatin	Enhancers
Strong_transcription	Heterochromatin
Flanking_Bivalent_TSS_Enh	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
