(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Quiescent_Low
Strong_transcription	Heterochromatin
Repressed_PolyComb	ZNF_genes_and_repeats
Weak_transcription	Bivalent_Poised_TSS
Weak_Repressed_PolyComb	Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Active_TSS	Weak_Repressed_PolyComb
Genic_enhancers	Bivalent_Enhancer
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Enhancers
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Active_TSS
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Quiescent_Low	Strong_transcription
