(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
ZNF_genes_and_repeats	Strong_transcription
Enhancers	Enhancers
Bivalent_Poised_TSS	Weak_transcription
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Poised_TSS
Strong_transcription	Bivalent_Enhancer
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Heterochromatin	Repressed_PolyComb
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
