(New) Chromatin State	(Old) Chromatin State
Enhancers	Transcr_at_gene_5_and_3
Genic_enhancers	Genic_enhancers
ZNF_genes_and_repeats	Strong_transcription
Transcr_at_gene_5_and_3	Weak_transcription
Repressed_PolyComb	Enhancers
Heterochromatin	Flanking_Active_TSS
Active_TSS	ZNF_genes_and_repeats
Flanking_Active_TSS	Active_TSS
Strong_transcription	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Weak_transcription	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
