(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Bivalent_Poised_TSS	Repressed_PolyComb
ZNF_genes_and_repeats	Bivalent_Enhancer
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Poised_TSS
Active_TSS	Enhancers
Repressed_PolyComb	Strong_transcription
Heterochromatin	Weak_transcription
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
