(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Weak_transcription
Flanking_Active_TSS	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Genic_enhancers
Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Active_TSS
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Strong_transcription
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
