(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Weak_Repressed_PolyComb
Active_TSS	Bivalent_Poised_TSS
Weak_transcription	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Active_TSS
Enhancers	Enhancers
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Genic_enhancers
Flanking_Active_TSS	Heterochromatin
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Quiescent_Low	Strong_transcription
