(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Strong_transcription
Active_TSS	Weak_transcription
Strong_transcription	Genic_enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Heterochromatin	Enhancers
Enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Bivalent_Poised_TSS	Flanking_Active_TSS
Flanking_Active_TSS	Bivalent_Poised_TSS
Weak_transcription	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Active_TSS
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
