(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Active_TSS
Transcr_at_gene_5_and_3	Enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Bivalent_Enhancer
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Genic_enhancers
Repressed_PolyComb	Repressed_PolyComb
Active_TSS	Weak_transcription
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
