(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
Strong_transcription	Enhancers
Heterochromatin	Strong_transcription
Repressed_PolyComb	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Repressed_PolyComb
Enhancers	ZNF_genes_and_repeats
Genic_enhancers	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Active_TSS
Active_TSS	Flanking_Active_TSS
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
