(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Enhancers
Heterochromatin	Bivalent_Enhancer
Repressed_PolyComb	Heterochromatin
ZNF_genes_and_repeats	Quiescent_Low
Active_TSS	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Transcr_at_gene_5_and_3
Quiescent_Low	ZNF_genes_and_repeats
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Active_TSS
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
