(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Weak_Repressed_PolyComb
Weak_transcription	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Active_TSS
Active_TSS	Flanking_Active_TSS
Enhancers	Enhancers
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	ZNF_genes_and_repeats
Flanking_Active_TSS	Genic_enhancers
Bivalent_Poised_TSS	Weak_transcription
Bivalent_Enhancer	Heterochromatin
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Quiescent_Low	Strong_transcription
