(New) Chromatin State	(Old) Chromatin State
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Enhancers	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Bivalent_Enhancer
ZNF_genes_and_repeats	Repressed_PolyComb
Heterochromatin	Enhancers
Flanking_Active_TSS	Weak_Repressed_PolyComb
Strong_transcription	Weak_transcription
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
