(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Active_TSS	Bivalent_Enhancer
Genic_enhancers	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Enhancers	Flanking_Active_TSS
Bivalent_Poised_TSS	Active_TSS
Strong_transcription	Enhancers
Heterochromatin	Transcr_at_gene_5_and_3
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Heterochromatin
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
