(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
ZNF_genes_and_repeats	Weak_transcription
Flanking_Active_TSS	Flanking_Active_TSS
Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Repressed_PolyComb
Repressed_PolyComb	Active_TSS
Flanking_Bivalent_TSS_Enh	Strong_transcription
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	ZNF_genes_and_repeats
Quiescent_Low	Heterochromatin
