(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
Active_TSS	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Heterochromatin	ZNF_genes_and_repeats
Flanking_Active_TSS	Bivalent_Enhancer
Strong_transcription	Active_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
