(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Active_TSS	Strong_transcription
Bivalent_Poised_TSS	Enhancers
ZNF_genes_and_repeats	Weak_transcription
Flanking_Active_TSS	Flanking_Active_TSS
Enhancers	Bivalent_Enhancer
Bivalent_Enhancer	Active_TSS
Repressed_PolyComb	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Strong_transcription	Repressed_PolyComb
Heterochromatin	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
