(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Bivalent_Poised_TSS	Active_TSS
Flanking_Active_TSS	Genic_enhancers
ZNF_genes_and_repeats	Enhancers
Enhancers	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Active_TSS	Weak_transcription
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Strong_transcription
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
