(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Active_TSS	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Enhancers
Heterochromatin	Active_TSS
Strong_transcription	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Bivalent_Enhancer
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Repressed_PolyComb
Weak_transcription	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
