(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Enhancers
Repressed_PolyComb	Flanking_Active_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Strong_transcription	Repressed_PolyComb
Heterochromatin	Bivalent_Poised_TSS
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Heterochromatin
