(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Bivalent_Enhancer
Heterochromatin	Repressed_PolyComb
Active_TSS	Flanking_Bivalent_TSS_Enh
Strong_transcription	Weak_Repressed_PolyComb
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Strong_transcription
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Weak_transcription	Active_TSS
Bivalent_Poised_TSS	Genic_enhancers
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Weak_transcription
Bivalent_Enhancer	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Heterochromatin
Quiescent_Low	Quiescent_Low
