(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Bivalent_Enhancer
Genic_enhancers	Repressed_PolyComb
Active_TSS	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Enhancers	Weak_Repressed_PolyComb
Heterochromatin	Flanking_Active_TSS
Strong_transcription	Active_TSS
Transcr_at_gene_5_and_3	Heterochromatin
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Flanking_Active_TSS	Enhancers
Weak_transcription	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
