(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Active_TSS
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Active_TSS
Genic_enhancers	Enhancers
Transcr_at_gene_5_and_3	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Weak_transcription
Enhancers	Bivalent_Enhancer
Repressed_PolyComb	Bivalent_Poised_TSS
Active_TSS	Repressed_PolyComb
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
