(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Enhancers	Weak_transcription
Transcr_at_gene_5_and_3	Heterochromatin
Genic_enhancers	Strong_transcription
Flanking_Active_TSS	Repressed_PolyComb
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Heterochromatin	Genic_enhancers
Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Bivalent_Poised_TSS
Strong_transcription	Bivalent_Enhancer
Bivalent_Poised_TSS	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Enhancers
Weak_transcription	Active_TSS
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
