(New) Chromatin State	(Old) Chromatin State
Active_TSS	Bivalent_Enhancer
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Repressed_PolyComb
Strong_transcription	Bivalent_Poised_TSS
Heterochromatin	Weak_Repressed_PolyComb
Bivalent_Poised_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Transcr_at_gene_5_and_3
Weak_transcription	ZNF_genes_and_repeats
Flanking_Active_TSS	Genic_enhancers
Bivalent_Enhancer	Heterochromatin
Flanking_Bivalent_TSS_Enh	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
