(New) Chromatin State	(Old) Chromatin State
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Flanking_Active_TSS
Active_TSS	Genic_enhancers
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Enhancers
Genic_enhancers	Strong_transcription
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Enhancers	Bivalent_Enhancer
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Repressed_PolyComb	Repressed_PolyComb
Strong_transcription	Weak_transcription
Heterochromatin	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
